Candidate	Score
Solution 3080	0.9952442156 [0.994460254423-0.996028176732]
Solution 3081	0.9952322921 [0.994448213998-0.996016370226]
Solution 3082	0.9953452424 [0.994538593956-0.996151890859]
Solution 3083	0.9953391012 [0.994532375006-0.996145827309]
Solution 3084	0.9953271827 [0.994520354369-0.996134011057]
Solution 3085	0.9953042974 [0.994497031507-0.996111563277]
Solution 3086	0.9952503367 [0.994466461678-0.996034211806]
Solution 3087	0.9952503367 [0.994466461678-0.996034211806]
Solution 3088	0.9952442156 [0.994460254423-0.996028176732]
Solution 3089	0.9952442156 [0.994460254423-0.996028176732]
Solution 3090	0.9952322921 [0.994448213998-0.996016370226]
Solution 3091	0.9952322921 [0.994448213998-0.996016370226]
Solution 3092	0.9953452424 [0.994538593956-0.996151890859]
Solution 3093	0.9953391012 [0.994532375006-0.996145827309]
Solution 3094	0.9953271827 [0.994520354369-0.996134011057]
Solution 3095	0.9953042974 [0.994497031507-0.996111563277]
Solution 3096	0.9953452424 [0.994538593956-0.996151890859]
Solution 3097	0.9953391012 [0.994532375006-0.996145827309]
Solution 3098	0.9953271827 [0.994520354369-0.996134011057]
Solution 3099	0.9953042974 [0.994497031507-0.996111563277]
Solution 3100	0.9953452424 [0.994538593956-0.996151890859]
Solution 3101	0.9953391012 [0.994532375006-0.996145827309]
Solution 3102	0.9953271827 [0.994520354369-0.996134011057]
Solution 3103	0.9953042974 [0.994497031507-0.996111563277]
Solution 3104	0.9953452424 [0.994538593956-0.996151890859]
Solution 3105	0.9953391012 [0.994532375006-0.996145827309]
Solution 3106	0.9953271827 [0.994520354369-0.996134011057]
Solution 3107	0.9953042974 [0.994497031507-0.996111563277]
Solution 3108	0.9953452424 [0.994538593956-0.996151890859]
Solution 3109	0.9953391012 [0.994532375006-0.996145827309]
Solution 3110	0.9953271827 [0.994520354369-0.996134011057]
Solution 3111	0.9953042974 [0.994497031507-0.996111563277]
Solution 3112	0.9938709544 [0.993068968890-0.994672940002]
Solution 3113	0.9938594377 [0.993057288579-0.994661586859]
Solution 3114	0.9938493270 [0.993046983510-0.994651670493]
Solution 3115	0.9940045580 [0.993183697508-0.994825418537]
Solution 3116	0.9939930212 [0.993172013828-0.994814028592]
Solution 3117	0.9939829155 [0.993161729261-0.994804101767]
Solution 3118	0.9939696438 [0.993148168270-0.994791119300]
Solution 3119	0.9938709544 [0.993068968890-0.994672940002]
Solution 3120	0.9938594377 [0.993057288579-0.994661586859]
Solution 3121	0.9938493270 [0.993046983510-0.994651670493]
Solution 3122	0.9940045580 [0.993183697508-0.994825418537]
Solution 3123	0.9939930212 [0.993172013828-0.994814028592]
Solution 3124	0.9939829155 [0.993161729261-0.994804101767]
Solution 3125	0.9939696438 [0.993148168270-0.994791119300]
Solution 3126	0.9938709544 [0.993068968890-0.994672940002]
Solution 3127	0.9938594377 [0.993057288579-0.994661586859]
Solution 3128	0.9938493270 [0.993046983510-0.994651670493]
Solution 3129	0.9940045580 [0.993183697508-0.994825418537]
Solution 3130	0.9939930212 [0.993172013828-0.994814028592]
Solution 3131	0.9939829155 [0.993161729261-0.994804101767]
Solution 3132	0.9939696438 [0.993148168270-0.994791119300]
Solution 3133	0.9940045580 [0.993183697508-0.994825418537]
Solution 3134	0.9939930212 [0.993172013828-0.994814028592]
Solution 3135	0.9939829155 [0.993161729261-0.994804101767]
Solution 3136	0.9939696438 [0.993148168270-0.994791119300]
Solution 3137	0.9938709544 [0.993068968890-0.994672940002]
Solution 3138	0.9938594377 [0.993057288579-0.994661586859]
Solution 3139	0.9938493270 [0.993046983510-0.994651670493]
Solution 3140	0.9940045580 [0.993183697508-0.994825418537]
Solution 3141	0.9939930212 [0.993172013828-0.994814028592]
Solution 3142	0.9939829155 [0.993161729261-0.994804101767]
Solution 3143	0.9939696438 [0.993148168270-0.994791119300]
Solution 3144	0.9938709544 [0.993068968890-0.994672940002]
Solution 3145	0.9938709544 [0.993068968890-0.994672940002]
Solution 3146	0.9938594377 [0.993057288579-0.994661586859]
Solution 3147	0.9938594377 [0.993057288579-0.994661586859]
Solution 3148	0.9938493270 [0.993046983510-0.994651670493]
Solution 3149	0.9938493270 [0.993046983510-0.994651670493]
Solution 3150	0.9940045580 [0.993183697508-0.994825418537]
Solution 3151	0.9939930212 [0.993172013828-0.994814028592]
Solution 3152	0.9939829155 [0.993161729261-0.994804101767]
Solution 3153	0.9939696438 [0.993148168270-0.994791119300]
Solution 3154	0.9940045580 [0.993183697508-0.994825418537]
Solution 3155	0.9939930212 [0.993172013828-0.994814028592]
Solution 3156	0.9939829155 [0.993161729261-0.994804101767]
Solution 3157	0.9939696438 [0.993148168270-0.994791119300]
Solution 3158	0.9940045580 [0.993183697508-0.994825418537]
Solution 3159	0.9939930212 [0.993172013828-0.994814028592]
Solution 3160	0.9939829155 [0.993161729261-0.994804101767]
Solution 3161	0.9939696438 [0.993148168270-0.994791119300]
Solution 3162	0.9940045580 [0.993183697508-0.994825418537]
Solution 3163	0.9939930212 [0.993172013828-0.994814028592]
Solution 3164	0.9939829155 [0.993161729261-0.994804101767]
Solution 3165	0.9939696438 [0.993148168270-0.994791119300]
Solution 3166	0.9940045580 [0.993183697508-0.994825418537]
Solution 3167	0.9939930212 [0.993172013828-0.994814028592]
Solution 3168	0.9939829155 [0.993161729261-0.994804101767]
Solution 3169	0.9939696438 [0.993148168270-0.994791119300]
Solution 3170	0.9940746652 [0.993098670948-0.995050659431]
Solution 3171	0.9940630066 [0.993086938308-0.995039074904]
Solution 3172	0.9940467873 [0.993070523123-0.995023051433]
Solution 3173	0.9940746652 [0.993098670948-0.995050659431]
Solution 3174	0.9940630066 [0.993086938308-0.995039074904]
Solution 3175	0.9940467873 [0.993070523123-0.995023051433]
Solution 3176	0.9940746652 [0.993098670948-0.995050659431]
Solution 3177	0.9940630066 [0.993086938308-0.995039074904]
Solution 3178	0.9940467873 [0.993070523123-0.995023051433]
Solution 3179	0.9940746652 [0.993098670948-0.995050659431]
Solution 3180	0.9940630066 [0.993086938308-0.995039074904]
Solution 3181	0.9940467873 [0.993070523123-0.995023051433]
Solution 3182	0.9940746652 [0.993098670948-0.995050659431]
Solution 3183	0.9940746652 [0.993098670948-0.995050659431]
Solution 3184	0.9940630066 [0.993086938308-0.995039074904]
Solution 3185	0.9940630066 [0.993086938308-0.995039074904]
Solution 3186	0.9940467873 [0.993070523123-0.995023051433]
Solution 3187	0.9940467873 [0.993070523123-0.995023051433]
Solution 3188	0.9927447418 [0.991758081977-0.993731401627]
Solution 3189	0.9927491933 [0.991762636550-0.993735750109]
Solution 3190	0.9927330694 [0.991746293467-0.993719845352]
Solution 3191	0.9927375209 [0.991750848132-0.993724193742]
Solution 3192	0.9927167534 [0.991729751534-0.993703755302]
Solution 3193	0.9927212049 [0.991734306139-0.993708103752]
Solution 3194	0.9927447418 [0.991758081977-0.993731401627]
Solution 3195	0.9927491933 [0.991762636550-0.993735750109]
Solution 3196	0.9927330694 [0.991746293467-0.993719845352]
Solution 3197	0.9927375209 [0.991750848132-0.993724193742]
Solution 3198	0.9927167534 [0.991729751534-0.993703755302]
Solution 3199	0.9927212049 [0.991734306139-0.993708103752]
Solution 3200	0.9927447418 [0.991758081977-0.993731401627]
Solution 3201	0.9927491933 [0.991762636550-0.993735750109]
Solution 3202	0.9927330694 [0.991746293467-0.993719845352]
Solution 3203	0.9927375209 [0.991750848132-0.993724193742]
Solution 3204	0.9927167534 [0.991729751534-0.993703755302]
Solution 3205	0.9927212049 [0.991734306139-0.993708103752]
Solution 3206	0.9927447418 [0.991758081977-0.993731401627]
Solution 3207	0.9927491933 [0.991762636550-0.993735750109]
Solution 3208	0.9927330694 [0.991746293467-0.993719845352]
Solution 3209	0.9927375209 [0.991750848132-0.993724193742]
Solution 3210	0.9927167534 [0.991729751534-0.993703755302]
Solution 3211	0.9927212049 [0.991734306139-0.993708103752]
Solution 3212	0.9927447418 [0.991758081977-0.993731401627]
Solution 3213	0.9927491933 [0.991762636550-0.993735750109]
Solution 3214	0.9927447418 [0.991758081977-0.993731401627]
Solution 3215	0.9927491933 [0.991762636550-0.993735750109]
Solution 3216	0.9927330694 [0.991746293467-0.993719845352]
Solution 3217	0.9927375209 [0.991750848132-0.993724193742]
Solution 3218	0.9927330694 [0.991746293467-0.993719845352]
Solution 3219	0.9927375209 [0.991750848132-0.993724193742]
Solution 3220	0.9927167534 [0.991729751534-0.993703755302]
Solution 3221	0.9927212049 [0.991734306139-0.993708103752]
Solution 3222	0.9927167534 [0.991729751534-0.993703755302]
Solution 3223	0.9927212049 [0.991734306139-0.993708103752]
Solution 3224	0.9939815145 [0.993022930651-0.994940098400]
Solution 3225	0.9939753934 [0.993016743146-0.994934043576]
Solution 3226	0.9939637298 [0.993004994505-0.994922465007]
Solution 3227	0.9940808064 [0.993104872434-0.995056740446]
Solution 3228	0.9940746652 [0.993098670948-0.995050659431]
Solution 3229	0.9940630066 [0.993086938308-0.995039074904]
Solution 3230	0.9940467873 [0.993070523123-0.995023051433]
Solution 3231	0.9939815145 [0.993022930651-0.994940098400]
Solution 3232	0.9939753934 [0.993016743146-0.994934043576]
Solution 3233	0.9939637298 [0.993004994505-0.994922465007]
Solution 3234	0.9940808064 [0.993104872434-0.995056740446]
Solution 3235	0.9940746652 [0.993098670948-0.995050659431]
Solution 3236	0.9940630066 [0.993086938308-0.995039074904]
Solution 3237	0.9940467873 [0.993070523123-0.995023051433]
Solution 3238	0.9939815145 [0.993022930651-0.994940098400]
Solution 3239	0.9939753934 [0.993016743146-0.994934043576]
Solution 3240	0.9939637298 [0.993004994505-0.994922465007]
Solution 3241	0.9940808064 [0.993104872434-0.995056740446]
Solution 3242	0.9940746652 [0.993098670948-0.995050659431]
Solution 3243	0.9940630066 [0.993086938308-0.995039074904]
Solution 3244	0.9940467873 [0.993070523123-0.995023051433]
Solution 3245	0.9940808064 [0.993104872434-0.995056740446]
Solution 3246	0.9940746652 [0.993098670948-0.995050659431]
Solution 3247	0.9940630066 [0.993086938308-0.995039074904]
Solution 3248	0.9940467873 [0.993070523123-0.995023051433]
Solution 3249	0.9939815145 [0.993022930651-0.994940098400]
Solution 3250	0.9939753934 [0.993016743146-0.994934043576]
Solution 3251	0.9939637298 [0.993004994505-0.994922465007]
Solution 3252	0.9940808064 [0.993104872434-0.995056740446]
Solution 3253	0.9940746652 [0.993098670948-0.995050659431]
Solution 3254	0.9940630066 [0.993086938308-0.995039074904]
Solution 3255	0.9940467873 [0.993070523123-0.995023051433]
Solution 3256	0.9939815145 [0.993022930651-0.994940098400]
Solution 3257	0.9939815145 [0.993022930651-0.994940098400]
Solution 3258	0.9939753934 [0.993016743146-0.994934043576]
Solution 3259	0.9939753934 [0.993016743146-0.994934043576]
Solution 3260	0.9939637298 [0.993004994505-0.994922465007]
Solution 3261	0.9939637298 [0.993004994505-0.994922465007]
Solution 3262	0.9940808064 [0.993104872434-0.995056740446]
Solution 3263	0.9940746652 [0.993098670948-0.995050659431]
Solution 3264	0.9940630066 [0.993086938308-0.995039074904]
Solution 3265	0.9940467873 [0.993070523123-0.995023051433]
Solution 3266	0.9940808064 [0.993104872434-0.995056740446]
Solution 3267	0.9940746652 [0.993098670948-0.995050659431]
Solution 3268	0.9940630066 [0.993086938308-0.995039074904]
Solution 3269	0.9940467873 [0.993070523123-0.995023051433]
Solution 3270	0.9940808064 [0.993104872434-0.995056740446]
Solution 3271	0.9940746652 [0.993098670948-0.995050659431]
Solution 3272	0.9940630066 [0.993086938308-0.995039074904]
Solution 3273	0.9940467873 [0.993070523123-0.995023051433]
Solution 3274	0.9940808064 [0.993104872434-0.995056740446]
Solution 3275	0.9940746652 [0.993098670948-0.995050659431]
Solution 3276	0.9940630066 [0.993086938308-0.995039074904]
Solution 3277	0.9940467873 [0.993070523123-0.995023051433]
Solution 3278	0.9940808064 [0.993104872434-0.995056740446]
Solution 3279	0.9940746652 [0.993098670948-0.995050659431]
Solution 3280	0.9940630066 [0.993086938308-0.995039074904]
Solution 3281	0.9940467873 [0.993070523123-0.995023051433]
Solution 3282	0.9926021322 [0.991629584257-0.993574680203]
Solution 3283	0.9925906155 [0.991617940159-0.993563290846]
Solution 3284	0.9925807646 [0.991607938107-0.993553591185]
Solution 3285	0.9927401221 [0.991753269305-0.993726974805]
Solution 3286	0.9927285852 [0.991741617732-0.993715552752]
Solution 3287	0.9927187394 [0.991731632056-0.993705846758]
Solution 3288	0.9927121337 [0.991724938995-0.993699328348]
Solution 3289	0.9926021322 [0.991629584257-0.993574680203]
Solution 3290	0.9925906155 [0.991617940159-0.993563290846]
Solution 3291	0.9925807646 [0.991607938107-0.993553591185]
Solution 3292	0.9927401221 [0.991753269305-0.993726974805]
Solution 3293	0.9927285852 [0.991741617732-0.993715552752]
Solution 3294	0.9927187394 [0.991731632056-0.993705846758]
Solution 3295	0.9927121337 [0.991724938995-0.993699328348]
Solution 3296	0.9926021322 [0.991629584257-0.993574680203]
Solution 3297	0.9925906155 [0.991617940159-0.993563290846]
Solution 3298	0.9925807646 [0.991607938107-0.993553591185]
Solution 3299	0.9927401221 [0.991753269305-0.993726974805]
Solution 3300	0.9927285852 [0.991741617732-0.993715552752]
Solution 3301	0.9927187394 [0.991731632056-0.993705846758]
Solution 3302	0.9927121337 [0.991724938995-0.993699328348]
Solution 3303	0.9927401221 [0.991753269305-0.993726974805]
Solution 3304	0.9927285852 [0.991741617732-0.993715552752]
Solution 3305	0.9927187394 [0.991731632056-0.993705846758]
Solution 3306	0.9927121337 [0.991724938995-0.993699328348]
Solution 3307	0.9926021322 [0.991629584257-0.993574680203]
Solution 3308	0.9925906155 [0.991617940159-0.993563290846]
Solution 3309	0.9925807646 [0.991607938107-0.993553591185]
Solution 3310	0.9927401221 [0.991753269305-0.993726974805]
Solution 3311	0.9927285852 [0.991741617732-0.993715552752]
Solution 3312	0.9927187394 [0.991731632056-0.993705846758]
Solution 3313	0.9927121337 [0.991724938995-0.993699328348]
Solution 3314	0.9926021322 [0.991629584257-0.993574680203]
Solution 3315	0.9926021322 [0.991629584257-0.993574680203]
Solution 3316	0.9925906155 [0.991617940159-0.993563290846]
Solution 3317	0.9925906155 [0.991617940159-0.993563290846]
Solution 3318	0.9925807646 [0.991607938107-0.993553591185]
Solution 3319	0.9925807646 [0.991607938107-0.993553591185]
Solution 3320	0.9927401221 [0.991753269305-0.993726974805]
Solution 3321	0.9927285852 [0.991741617732-0.993715552752]
Solution 3322	0.9927187394 [0.991731632056-0.993705846758]
Solution 3323	0.9927121337 [0.991724938995-0.993699328348]
Solution 3324	0.9927401221 [0.991753269305-0.993726974805]
Solution 3325	0.9927285852 [0.991741617732-0.993715552752]
Solution 3326	0.9927187394 [0.991731632056-0.993705846758]
Solution 3327	0.9927121337 [0.991724938995-0.993699328348]
Solution 3328	0.9927401221 [0.991753269305-0.993726974805]
Solution 3329	0.9927285852 [0.991741617732-0.993715552752]
Solution 3330	0.9927187394 [0.991731632056-0.993705846758]
Solution 3331	0.9927121337 [0.991724938995-0.993699328348]
Solution 3332	0.9927401221 [0.991753269305-0.993726974805]
Solution 3333	0.9927285852 [0.991741617732-0.993715552752]
Solution 3334	0.9927187394 [0.991731632056-0.993705846758]
Solution 3335	0.9927121337 [0.991724938995-0.993699328348]
Solution 3336	0.9927401221 [0.991753269305-0.993726974805]
Solution 3337	0.9927285852 [0.991741617732-0.993715552752]
Solution 3338	0.9927187394 [0.991731632056-0.993705846758]
Solution 3339	0.9927121337 [0.991724938995-0.993699328348]
Solution 3340	0.9940650503 [0.993245550955-0.994884549729]
Solution 3341	0.9940500876 [0.993230263462-0.994869911808]
Solution 3342	0.9940650503 [0.993245550955-0.994884549729]
Solution 3343	0.9940500876 [0.993230263462-0.994869911808]
Solution 3344	0.9940379746 [0.993218981251-0.994856967967]
Solution 3345	0.9940232718 [0.993203844651-0.994842698875]
Solution 3346	0.9940379746 [0.993218981251-0.994856967967]
Solution 3347	0.9940232718 [0.993203844651-0.994842698875]
Solution 3348	0.9940650503 [0.993245550955-0.994884549729]
Solution 3349	0.9940500876 [0.993230263462-0.994869911808]
Solution 3350	0.9940650503 [0.993245550955-0.994884549729]
Solution 3351	0.9940500876 [0.993230263462-0.994869911808]
Solution 3352	0.9940650503 [0.993245550955-0.994884549729]
Solution 3353	0.9940500876 [0.993230263462-0.994869911808]
Solution 3354	0.9940379746 [0.993218981251-0.994856967967]
Solution 3355	0.9940232718 [0.993203844651-0.994842698875]
Solution 3356	0.9940379746 [0.993218981251-0.994856967967]
Solution 3357	0.9940232718 [0.993203844651-0.994842698875]
Solution 3358	0.9940379746 [0.993218981251-0.994856967967]
Solution 3359	0.9940232718 [0.993203844651-0.994842698875]
Solution 3360	0.9927651980 [0.991779116728-0.993751279252]
Solution 3361	0.9927569013 [0.991770704806-0.993743097746]
Solution 3362	0.9927651980 [0.991779116728-0.993751279252]
Solution 3363	0.9927569013 [0.991770704806-0.993743097746]
Solution 3364	0.9927651980 [0.991779116728-0.993751279252]
Solution 3365	0.9927569013 [0.991770704806-0.993743097746]
Solution 3366	0.9927562535 [0.991770022922-0.993742484094]
Solution 3367	0.9927479568 [0.991761565111-0.993734348477]
Solution 3368	0.9927562535 [0.991770022922-0.993742484094]
Solution 3369	0.9927479568 [0.991761565111-0.993734348477]
Solution 3370	0.9927562535 [0.991770022922-0.993742484094]
Solution 3371	0.9927479568 [0.991761565111-0.993734348477]
Solution 3372	0.9940691956 [0.993249810334-0.994888580786]
Solution 3373	0.9940542329 [0.993234522916-0.994873942791]
Solution 3374	0.9940691956 [0.993249810334-0.994888580786]
Solution 3375	0.9940542329 [0.993234522916-0.994873942791]
Solution 3376	0.9940421198 [0.993223243687-0.994860995968]
